1,4,641.89,598.37,520.66,327.43,1,-1,-1,-1
1,3,890.06,457.32,424.69,450.69,1,-1,-1,-1
1,2,682.37,487.85,256.97,404.38,1,-1,-1,-1
1,1,1043.13,293.45,377.94,530.51,1,-1,-1,-1
2,6,1024.25,469.22,293.56,432.06,1,-1,-1,-1
2,5,403.64,388.57,391.81,357.52,1,-1,-1,-1
2,4,639.23,610.62,552.10,315.25,1,-1,-1,-1
2,3,787.24,470.04,525.55,441.68,1,-1,-1,-1
2,2,690.40,490.20,240.24,394.45,1,-1,-1,-1
2,1,1065.82,432.70,360.57,422.08,1,-1,-1,-1
3,6,1028.34,460.12,276.29,426.83,1,-1,-1,-1
3,5,409.93,388.04,358.39,362.33,1,-1,-1,-1
3,4,621.73,431.85,188.17,450.46,1,-1,-1,-1
3,3,941.97,468.65,352.74,434.16,1,-1,-1,-1
3,2,692.29,494.93,240.48,392.38,1,-1,-1,-1
3,1,1183.43,438.31,248.79,273.49,1,-1,-1,-1
4,4,611.24,434.90,194.86,446.89,1,-1,-1,-1
4,3,932.27,318.94,480.97,575.81,1,-1,-1,-1
4,2,717.93,497.71,215.09,410.72,1,-1,-1,-1
5,6,1027.65,469.75,257.66,435.06,1,-1,-1,-1
5,5,607.83,438.02,192.09,443.15,1,-1,-1,-1
5,3,1068.10,273.97,350.21,588.70,1,-1,-1,-1
5,2,705.11,503.36,232.19,404.75,1,-1,-1,-1
6,6,1042.65,475.96,232.93,431.71,1,-1,-1,-1
6,5,611.36,436.36,188.00,443.63,1,-1,-1,-1
6,2,749.28,507.50,185.89,399.39,1,-1,-1,-1
7,7,946.00,485.97,185.33,431.17,1,-1,-1,-1
6,7,943.38,485.26,189.93,436.80,1,-1,-1,-1
5,7,946.37,486.32,187.91,417.53,1,-1,-1,-1
7,6,1045.24,458.15,224.52,429.70,1,-1,-1,-1
7,5,597.65,424.45,212.75,455.20,1,-1,-1,-1
7,2,747.08,509.42,189.07,399.99,1,-1,-1,-1
8,7,942.46,484.41,185.82,434.32,1,-1,-1,-1
8,6,1046.08,453.86,216.52,439.64,1,-1,-1,-1
8,5,587.69,429.86,236.96,451.79,1,-1,-1,-1
8,2,722.78,507.36,221.86,409.56,1,-1,-1,-1
9,7,943.52,488.29,175.52,429.33,1,-1,-1,-1
9,6,1032.06,458.37,237.54,446.58,1,-1,-1,-1
9,5,597.06,432.28,218.14,448.07,1,-1,-1,-1
9,4,441.21,317.25,359.68,505.12,1,-1,-1,-1
8,4,432.40,283.57,380.16,465.83,1,-1,-1,-1
7,4,436.43,330.21,358.18,412.19,1,-1,-1,-1
9,3,1055.45,328.88,203.29,524.76,1,-1,-1,-1
8,3,1039.21,278.70,227.48,595.70,1,-1,-1,-1
7,3,1086.46,286.61,351.23,429.81,1,-1,-1,-1
9,2,727.33,505.58,199.68,403.08,1,-1,-1,-1
10,7,932.86,483.47,195.84,436.89,1,-1,-1,-1
10,6,1041.57,458.45,210.57,432.46,1,-1,-1,-1
10,4,434.21,287.88,366.36,456.74,1,-1,-1,-1
10,2,710.60,505.83,207.17,401.69,1,-1,-1,-1
11,7,944.80,483.84,183.24,435.54,1,-1,-1,-1
11,6,1044.08,471.05,203.24,429.88,1,-1,-1,-1
11,4,432.14,295.58,367.64,514.26,1,-1,-1,-1
11,2,721.13,502.08,182.97,408.62,1,-1,-1,-1
12,10,625.21,431.35,189.29,445.26,1,-1,-1,-1
11,10,609.13,432.38,197.12,446.48,1,-1,-1,-1
10,10,598.32,434.40,215.63,448.72,1,-1,-1,-1
12,7,948.54,484.58,161.16,431.47,1,-1,-1,-1
12,6,1050.78,464.58,194.68,414.19,1,-1,-1,-1
12,4,435.09,400.26,233.63,328.31,1,-1,-1,-1
12,2,729.36,497.46,167.12,413.15,1,-1,-1,-1
13,10,584.70,427.83,234.57,449.45,1,-1,-1,-1
13,9,689.89,549.78,553.64,391.85,1,-1,-1,-1
12,9,564.83,675.81,683.93,259.38,1,-1,-1,-1
11,9,560.48,698.56,534.19,222.84,1,-1,-1,-1
13,7,942.87,481.43,164.44,433.50,1,-1,-1,-1
13,6,1052.89,458.30,195.42,447.01,1,-1,-1,-1
13,4,438.28,404.04,341.78,343.27,1,-1,-1,-1
13,2,718.00,495.30,184.02,424.74,1,-1,-1,-1
14,10,616.34,428.70,204.28,449.88,1,-1,-1,-1
14,9,569.72,662.69,668.64,270.88,1,-1,-1,-1
14,7,942.71,482.63,159.64,422.36,1,-1,-1,-1
14,6,1051.21,467.95,189.11,439.25,1,-1,-1,-1
14,4,432.48,392.72,363.17,379.20,1,-1,-1,-1
14,2,731.97,493.13,164.61,403.32,1,-1,-1,-1
14,1,1105.36,306.66,308.45,542.61,1,-1,-1,-1
13,1,1106.45,300.70,317.72,529.32,1,-1,-1,-1
12,1,1160.05,302.07,256.47,398.13,1,-1,-1,-1
15,10,594.56,431.43,230.41,441.72,1,-1,-1,-1
15,9,675.60,685.17,556.37,250.54,1,-1,-1,-1
15,7,941.47,484.67,164.76,398.04,1,-1,-1,-1
15,6,1055.45,465.16,171.93,431.58,1,-1,-1,-1
15,4,435.75,389.20,336.27,339.49,1,-1,-1,-1
15,2,731.97,491.16,155.14,387.71,1,-1,-1,-1
15,1,1113.26,306.56,312.16,525.30,1,-1,-1,-1
16,10,551.67,421.06,300.87,452.56,1,-1,-1,-1
16,9,873.33,483.23,334.89,438.30,1,-1,-1,-1
16,6,1041.81,464.07,221.54,409.52,1,-1,-1,-1
16,4,433.04,374.60,329.13,367.73,1,-1,-1,-1
16,2,686.37,486.05,206.24,421.35,1,-1,-1,-1
16,1,1192.24,311.35,208.10,424.23,1,-1,-1,-1
17,9,553.94,631.08,678.72,296.70,1,-1,-1,-1
17,6,1047.71,464.16,185.76,428.81,1,-1,-1,-1
17,4,431.13,376.57,350.96,390.26,1,-1,-1,-1
17,2,733.72,484.13,147.00,398.93,1,-1,-1,-1
17,1,1156.75,321.72,257.77,414.83,1,-1,-1,-1
18,9,604.52,611.08,610.86,317.19,1,-1,-1,-1
18,6,1046.24,461.82,180.31,416.86,1,-1,-1,-1
18,5,556.83,427.50,320.60,451.81,1,-1,-1,-1
17,5,646.22,418.98,201.32,453.09,1,-1,-1,-1
16,5,555.73,425.82,322.98,452.52,1,-1,-1,-1
18,4,430.51,371.75,340.04,365.91,1,-1,-1,-1
18,2,714.81,483.94,169.06,375.78,1,-1,-1,-1
18,1,1095.91,314.10,327.26,475.27,1,-1,-1,-1
19,9,563.45,662.58,655.49,267.66,1,-1,-1,-1
19,7,923.44,485.00,167.59,433.47,1,-1,-1,-1
18,7,924.49,482.18,173.42,410.79,1,-1,-1,-1
17,7,927.85,482.52,169.32,426.10,1,-1,-1,-1
19,6,1035.90,465.00,184.08,440.50,1,-1,-1,-1
19,5,611.34,425.92,206.62,453.33,1,-1,-1,-1
19,4,421.81,368.65,320.45,364.58,1,-1,-1,-1
19,2,699.46,482.28,172.08,416.74,1,-1,-1,-1
19,1,1087.28,304.73,339.97,534.17,1,-1,-1,-1
20,9,659.59,620.77,522.91,310.33,1,-1,-1,-1
20,7,924.50,485.25,147.36,417.56,1,-1,-1,-1
20,6,1026.61,463.54,165.09,448.20,1,-1,-1,-1
20,5,634.27,393.62,217.89,490.28,1,-1,-1,-1
20,4,425.59,353.49,254.44,375.30,1,-1,-1,-1
20,2,681.56,481.98,188.08,428.13,1,-1,-1,-1
20,1,1104.73,292.37,316.79,574.87,1,-1,-1,-1
21,9,554.20,658.49,632.89,270.45,1,-1,-1,-1
21,7,914.00,487.71,164.90,408.04,1,-1,-1,-1
21,6,1032.14,466.33,175.25,439.72,1,-1,-1,-1
21,5,646.59,424.61,203.02,461.80,1,-1,-1,-1
21,2,687.88,479.81,174.46,427.63,1,-1,-1,-1
21,1,1068.23,296.74,361.08,575.96,1,-1,-1,-1
22,9,549.27,661.19,649.34,268.89,1,-1,-1,-1
22,7,906.90,481.60,175.43,438.01,1,-1,-1,-1
22,6,1015.02,479.82,198.52,428.93,1,-1,-1,-1
22,5,595.10,408.91,249.89,476.36,1,-1,-1,-1
22,2,676.69,488.73,185.90,428.85,1,-1,-1,-1
22,1,1044.43,310.92,379.31,562.92,1,-1,-1,-1
23,9,597.32,677.77,581.97,252.11,1,-1,-1,-1
23,7,898.56,482.16,170.11,421.35,1,-1,-1,-1
23,5,611.78,417.92,230.92,467.70,1,-1,-1,-1
23,2,677.25,485.09,181.38,434.29,1,-1,-1,-1
23,1,1012.47,303.42,382.36,570.68,1,-1,-1,-1
24,9,546.08,520.98,622.04,430.55,1,-1,-1,-1
24,7,876.89,483.20,177.28,444.86,1,-1,-1,-1
24,4,436.00,326.01,259.47,401.33,1,-1,-1,-1
23,4,444.39,319.71,326.92,427.91,1,-1,-1,-1
22,4,436.33,234.12,404.13,485.54,1,-1,-1,-1
24,2,678.78,432.83,186.58,486.44,1,-1,-1,-1
24,1,1074.68,311.42,338.70,558.28,1,-1,-1,-1
25,9,636.52,627.91,557.65,325.58,1,-1,-1,-1
25,7,870.24,484.85,175.78,442.24,1,-1,-1,-1
25,2,653.08,423.69,213.45,496.24,1,-1,-1,-1
25,1,1032.05,286.41,387.92,587.02,1,-1,-1,-1
26,10,503.79,425.24,366.86,477.08,1,-1,-1,-1
25,10,502.78,419.62,343.93,443.12,1,-1,-1,-1
24,10,527.41,418.20,337.38,504.83,1,-1,-1,-1
26,9,566.58,680.49,609.11,264.17,1,-1,-1,-1
26,7,867.63,485.33,178.28,428.71,1,-1,-1,-1
26,6,1002.91,488.41,183.08,429.69,1,-1,-1,-1
25,6,1003.56,490.38,174.73,428.23,1,-1,-1,-1
24,6,991.53,489.06,183.44,431.88,1,-1,-1,-1
26,2,657.67,423.97,211.16,485.36,1,-1,-1,-1
26,1,1009.43,309.81,431.49,565.69,1,-1,-1,-1
27,10,503.64,423.18,371.11,484.31,1,-1,-1,-1
27,9,554.14,664.19,610.83,289.33,1,-1,-1,-1
27,7,860.50,480.69,187.32,447.24,1,-1,-1,-1
27,6,997.18,482.47,213.26,439.01,1,-1,-1,-1
27,1,1009.84,305.60,428.38,570.57,1,-1,-1,-1
28,10,483.55,421.36,394.18,481.60,1,-1,-1,-1
28,9,626.47,586.93,608.85,366.53,1,-1,-1,-1
28,7,869.09,484.97,158.46,417.93,1,-1,-1,-1
28,6,1012.62,492.38,169.80,425.96,1,-1,-1,-1
28,4,437.81,320.91,369.10,407.21,1,-1,-1,-1
27,4,441.83,251.88,445.36,482.21,1,-1,-1,-1
26,4,449.78,349.39,321.06,377.26,1,-1,-1,-1
28,1,1013.20,296.34,483.14,579.99,1,-1,-1,-1
29,10,459.31,450.82,392.42,442.88,1,-1,-1,-1
29,9,651.40,637.98,524.08,317.49,1,-1,-1,-1
29,7,865.13,482.69,161.92,406.13,1,-1,-1,-1
29,6,1012.92,489.67,173.93,422.42,1,-1,-1,-1
29,4,443.40,430.56,371.19,426.11,1,-1,-1,-1
29,1,1026.24,334.72,464.70,540.76,1,-1,-1,-1
30,10,474.22,444.17,396.37,440.75,1,-1,-1,-1
30,9,543.72,674.26,605.74,266.69,1,-1,-1,-1
30,7,859.49,482.15,170.78,405.66,1,-1,-1,-1
30,6,1011.09,486.28,176.24,417.97,1,-1,-1,-1
30,4,449.42,342.89,352.22,412.91,1,-1,-1,-1
30,1,1006.45,327.71,490.32,558.84,1,-1,-1,-1
31,9,517.69,666.21,686.89,278.86,1,-1,-1,-1
31,7,850.21,483.23,182.50,441.00,1,-1,-1,-1
31,6,1009.94,487.99,194.82,411.94,1,-1,-1,-1
31,4,450.60,454.70,232.05,270.67,1,-1,-1,-1
31,1,997.00,300.80,399.00,591.98,1,-1,-1,-1
32,7,862.34,481.14,175.36,430.61,1,-1,-1,-1
32,6,1011.25,476.36,208.87,414.82,1,-1,-1,-1
33,7,858.91,480.41,172.30,428.86,1,-1,-1,-1
33,6,1005.96,491.99,177.00,408.11,1,-1,-1,-1
34,10,478.56,428.44,414.92,451.05,1,-1,-1,-1
33,10,488.80,481.38,357.85,404.25,1,-1,-1,-1
32,10,494.90,409.94,394.04,479.25,1,-1,-1,-1
34,7,843.60,477.15,179.01,441.70,1,-1,-1,-1
34,6,1001.16,489.05,197.98,413.93,1,-1,-1,-1
